Review_ID,Product_Name,Review_Text,Label,Review_Date,Reviewer_Location,Review_Word_Count,Review_Char_Count,Sentiment_Polarity,Review_DayOfWeek,Reviewer_City,Reviewer_Country,Label_Encoded,Is_Duplicate_Review
2535,Noise Cancelling Earbuds,Absolutely love this product! Works exactly as advertised.,Genuine,2025-04-24,"London, UK",8,58,0.4375,Thursday,London,UK,1,True
2536,Smartphone Case,An unbelievable product that exceeds all standards. This product is perfect in every aspect.,Fake,2025-07-17,"San Francisco, USA",14,92,0.375,Thursday,San Francisco,USA,0,True
2537,Bluetooth Speaker,Exceeded my expectations in every way. Absolutely love this product!,Genuine,2025-09-02,"London, UK",10,68,0.625,Tuesday,London,UK,1,True
2538,Portable Charger,Exceeded my expectations in every way. Exceeded my expectations in every way.,Genuine,2025-03-03,"London, UK",12,77,0.0,Monday,London,UK,1,True
2539,Bluetooth Speaker,So flawless it defies logic. I can't believe how amazing it is.,Fake,2025-04-20,"Boston, USA",12,63,0.8,Sunday,Boston,USA,0,True
2540,Smartphone Case,The quality is outstanding and the performance is reliable. Exceeded my expectations in every way.,Genuine,2025-01-11,"Berlin, Germany",15,98,0.5,Saturday,Berlin,Germany,1,True
2541,Smartphone Case,I'm really satisfied with my purchase. I'm really satisfied with my purchase.,Genuine,2025-10-14,"Denver, USA",12,77,0.5,Tuesday,Denver,USA,1,True
2542,Smartwatch,"An unbelievable product that exceeds all standards. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-09-27,"Boston, USA",16,112,0.375,Saturday,Boston,USA,0,True
2543,Wireless Headphones,I can't believe how amazing it is. An unbelievable product that exceeds all standards.,Fake,2025-07-13,"Tokyo, Japan",14,86,0.17500000000000004,Sunday,Tokyo,Japan,0,True
2544,Smartwatch,Works exactly as advertised. Exceeded my expectations in every way.,Genuine,2025-01-24,"London, UK",10,67,0.25,Friday,London,UK,1,True
2545,Smartwatch,"Best purchase ever, you'll regret not buying it immediately! An unbelievable product that exceeds all standards.",Fake,2025-02-16,"Austin, USA",16,112,0.375,Sunday,Austin,USA,0,True
2546,Smartphone Case,"This product is perfect in every aspect. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-10-21,"Boston, USA",16,101,1.0,Tuesday,Boston,USA,0,True
2547,Fitness Tracker,I'm really satisfied with my purchase. Works exactly as advertised.,Genuine,2025-07-20,"Denver, USA",10,67,0.375,Sunday,Denver,USA,1,True
2548,Gaming Mouse,Exceeded my expectations in every way. Exceeded my expectations in every way.,Genuine,2025-11-14,"Boston, USA",12,77,0.0,Friday,Boston,USA,1,True
2549,Eco-friendly Water Bottle,Exceeded my expectations in every way. I'm really satisfied with my purchase.,Genuine,2025-09-28,"Chicago, USA",12,77,0.5,Sunday,Chicago,USA,1,True
2550,Gaming Mouse,Works exactly as advertised. I'm really satisfied with my purchase.,Genuine,2025-04-28,"Chicago, USA",10,67,0.375,Monday,Chicago,USA,1,True
2551,Smartphone Case,I'm really satisfied with my purchase. Exceeded my expectations in every way.,Genuine,2025-11-15,"Seattle, USA",12,77,0.5,Saturday,Seattle,USA,1,True
2552,Portable Charger,Works exactly as advertised. Absolutely love this product!,Genuine,2025-07-26,"San Francisco, USA",8,58,0.4375,Saturday,San Francisco,USA,1,True
2553,Portable Charger,"Best purchase ever, you'll regret not buying it immediately! This product is perfect in every aspect.",Fake,2025-12-17,"New York, USA",16,101,1.0,Wednesday,New York,USA,0,True
2554,Fitness Tracker,"Best purchase ever, you'll regret not buying it immediately! Best purchase ever, you'll regret not buying it immediately!",Fake,2025-12-12,"New York, USA",18,121,1.0,Friday,New York,USA,0,True
2555,Smartwatch,Works exactly as advertised. Exceeded my expectations in every way.,Genuine,2025-09-12,"Los Angeles, USA",10,67,0.25,Friday,Los Angeles,USA,1,True
2556,Wireless Headphones,Exceeded my expectations in every way. The quality is outstanding and the performance is reliable.,Genuine,2025-10-06,"London, UK",15,98,0.5,Monday,London,UK,1,True
2557,Noise Cancelling Earbuds,"Best purchase ever, you'll regret not buying it immediately! So flawless it defies logic.",Fake,2025-02-11,"Miami, USA",14,89,1.0,Tuesday,Miami,USA,0,True
2558,Eco-friendly Water Bottle,Exceeded my expectations in every way. Absolutely love this product!,Genuine,2025-01-19,"Seattle, USA",10,68,0.625,Sunday,Seattle,USA,1,True
2559,Bluetooth Speaker,This product is perfect in every aspect. I can't believe how amazing it is.,Fake,2025-04-01,"Paris, France",14,75,0.8,Tuesday,Paris,France,0,True
2560,Smartwatch,Absolutely love this product! I'm really satisfied with my purchase.,Genuine,2025-12-22,"New York, USA",10,68,0.5625,Monday,New York,USA,1,True
2561,Smartphone Case,Absolutely love this product! Absolutely love this product!,Genuine,2025-03-21,"New York, USA",8,59,0.625,Friday,New York,USA,1,True
2562,Bluetooth Speaker,The quality is outstanding and the performance is reliable. Absolutely love this product!,Genuine,2025-06-03,"Austin, USA",13,89,0.5625,Tuesday,Austin,USA,1,True
2563,Noise Cancelling Earbuds,Works exactly as advertised. I'm really satisfied with my purchase.,Genuine,2025-09-01,"Boston, USA",10,67,0.375,Monday,Boston,USA,1,True
2564,Fitness Tracker,Works exactly as advertised. Exceeded my expectations in every way.,Genuine,2025-05-08,"Denver, USA",10,67,0.25,Thursday,Denver,USA,1,True
2565,Portable Charger,This product is perfect in every aspect. So flawless it defies logic.,Fake,2025-10-21,"London, UK",12,69,1.0,Tuesday,London,UK,0,True
2566,Eco-friendly Water Bottle,This product is perfect in every aspect. So flawless it defies logic.,Fake,2025-03-11,"Boston, USA",12,69,1.0,Tuesday,Boston,USA,0,True
2567,Laptop Stand,I'm really satisfied with my purchase. I'm really satisfied with my purchase.,Genuine,2025-01-09,"Austin, USA",12,77,0.5,Thursday,Austin,USA,1,True
2568,Eco-friendly Water Bottle,Works exactly as advertised. I'm really satisfied with my purchase.,Genuine,2025-08-02,"Seattle, USA",10,67,0.375,Saturday,Seattle,USA,1,True
2569,Eco-friendly Water Bottle,The quality is outstanding and the performance is reliable. The quality is outstanding and the performance is reliable.,Genuine,2025-01-18,"London, UK",18,119,0.5,Saturday,London,UK,1,True
2570,Noise Cancelling Earbuds,Absolutely love this product! Works exactly as advertised.,Genuine,2025-11-17,"Los Angeles, USA",8,58,0.4375,Monday,Los Angeles,USA,1,True
2571,Smartphone Case,An unbelievable product that exceeds all standards. I can't believe how amazing it is.,Fake,2025-08-10,"Chicago, USA",14,86,0.17500000000000004,Sunday,Chicago,USA,0,True
2572,Smartwatch,"An unbelievable product that exceeds all standards. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-07-30,"Denver, USA",16,112,0.375,Wednesday,Denver,USA,0,True
2573,Bluetooth Speaker,I'm really satisfied with my purchase. Absolutely love this product!,Genuine,2025-03-08,"Berlin, Germany",10,68,0.5625,Saturday,Berlin,Germany,1,True
2574,Portable Charger,I can't believe how amazing it is. This product is perfect in every aspect.,Fake,2025-03-27,"Chicago, USA",14,75,0.8,Thursday,Chicago,USA,0,True
2575,Eco-friendly Water Bottle,So flawless it defies logic. An unbelievable product that exceeds all standards.,Fake,2025-02-27,"Chicago, USA",12,80,0.375,Thursday,Chicago,USA,0,True
2576,Laptop Stand,An unbelievable product that exceeds all standards. This product is perfect in every aspect.,Fake,2025-12-08,"Paris, France",14,92,0.375,Monday,Paris,France,0,True
2577,Wireless Headphones,The quality is outstanding and the performance is reliable. Works exactly as advertised.,Genuine,2025-02-02,"Paris, France",13,88,0.375,Sunday,Paris,France,1,True
2578,Smartwatch,So flawless it defies logic. This product is perfect in every aspect.,Fake,2025-12-03,"Chicago, USA",12,69,1.0,Wednesday,Chicago,USA,0,True
2579,Bluetooth Speaker,"Best purchase ever, you'll regret not buying it immediately! Best purchase ever, you'll regret not buying it immediately!",Fake,2025-12-28,"Tokyo, Japan",18,121,1.0,Sunday,Tokyo,Japan,0,True
2580,Smartwatch,Works exactly as advertised. Works exactly as advertised.,Genuine,2025-07-15,"Tokyo, Japan",8,57,0.25,Tuesday,Tokyo,Japan,1,True
2581,Gaming Mouse,"This product is perfect in every aspect. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-06-04,"Chicago, USA",16,101,1.0,Wednesday,Chicago,USA,0,True
2582,Eco-friendly Water Bottle,"Best purchase ever, you'll regret not buying it immediately! An unbelievable product that exceeds all standards.",Fake,2025-07-14,"San Francisco, USA",16,112,0.375,Monday,San Francisco,USA,0,True
2583,Gaming Mouse,An unbelievable product that exceeds all standards. This product is perfect in every aspect.,Fake,2025-07-30,"Austin, USA",14,92,0.375,Wednesday,Austin,USA,0,True
2584,Smartphone Case,This product is perfect in every aspect. I can't believe how amazing it is.,Fake,2025-01-20,"Chicago, USA",14,75,0.8,Monday,Chicago,USA,0,True
2585,Bluetooth Speaker,Works exactly as advertised. I'm really satisfied with my purchase.,Genuine,2025-10-29,"Paris, France",10,67,0.375,Wednesday,Paris,France,1,True
2586,Noise Cancelling Earbuds,"Best purchase ever, you'll regret not buying it immediately! An unbelievable product that exceeds all standards.",Fake,2025-03-29,"Paris, France",16,112,0.375,Saturday,Paris,France,0,True
2587,Gaming Mouse,I'm really satisfied with my purchase. Works exactly as advertised.,Genuine,2025-09-21,"Austin, USA",10,67,0.375,Sunday,Austin,USA,1,True
2588,Eco-friendly Water Bottle,An unbelievable product that exceeds all standards. I can't believe how amazing it is.,Fake,2025-05-30,"Berlin, Germany",14,86,0.17500000000000004,Friday,Berlin,Germany,0,True
2589,Gaming Mouse,I can't believe how amazing it is. I can't believe how amazing it is.,Fake,2025-03-26,"Chicago, USA",14,69,0.6000000000000001,Wednesday,Chicago,USA,0,True
2590,Portable Charger,An unbelievable product that exceeds all standards. This product is perfect in every aspect.,Fake,2025-11-29,"Seattle, USA",14,92,0.375,Saturday,Seattle,USA,0,True
2591,Eco-friendly Water Bottle,This product is perfect in every aspect. So flawless it defies logic.,Fake,2025-12-12,"London, UK",12,69,1.0,Friday,London,UK,0,True
2592,Eco-friendly Water Bottle,So flawless it defies logic. This product is perfect in every aspect.,Fake,2025-05-12,"Paris, France",12,69,1.0,Monday,Paris,France,0,True
2593,Laptop Stand,This product is perfect in every aspect. So flawless it defies logic.,Fake,2025-05-05,"Tokyo, Japan",12,69,1.0,Monday,Tokyo,Japan,0,True
2594,Gaming Mouse,"Best purchase ever, you'll regret not buying it immediately! I can't believe how amazing it is.",Fake,2025-07-06,"Miami, USA",16,95,0.8,Sunday,Miami,USA,0,True
2595,Gaming Mouse,Exceeded my expectations in every way. Exceeded my expectations in every way.,Genuine,2025-03-16,"Seattle, USA",12,77,0.0,Sunday,Seattle,USA,1,True
2596,Laptop Stand,Absolutely love this product! Absolutely love this product!,Genuine,2025-07-08,"San Francisco, USA",8,59,0.625,Tuesday,San Francisco,USA,1,True
2597,Portable Charger,An unbelievable product that exceeds all standards. I can't believe how amazing it is.,Fake,2025-10-20,"Miami, USA",14,86,0.17500000000000004,Monday,Miami,USA,0,True
2598,Eco-friendly Water Bottle,This product is perfect in every aspect. This product is perfect in every aspect.,Fake,2025-10-26,"Los Angeles, USA",14,81,1.0,Sunday,Los Angeles,USA,0,True
2599,Gaming Mouse,Works exactly as advertised. Works exactly as advertised.,Genuine,2025-07-26,"Tokyo, Japan",8,57,0.25,Saturday,Tokyo,Japan,1,True
2600,Wireless Headphones,The quality is outstanding and the performance is reliable. Exceeded my expectations in every way.,Genuine,2025-08-07,"Miami, USA",15,98,0.5,Thursday,Miami,USA,1,True
2601,Fitness Tracker,So flawless it defies logic. I can't believe how amazing it is.,Fake,2025-05-06,"Berlin, Germany",12,63,0.8,Tuesday,Berlin,Germany,0,True
2602,Portable Charger,Works exactly as advertised. Absolutely love this product!,Genuine,2025-10-14,"Chicago, USA",8,58,0.4375,Tuesday,Chicago,USA,1,True
2603,Smartwatch,The quality is outstanding and the performance is reliable. Absolutely love this product!,Genuine,2025-11-04,"Boston, USA",13,89,0.5625,Tuesday,Boston,USA,1,True
2604,Portable Charger,Exceeded my expectations in every way. Absolutely love this product!,Genuine,2025-02-15,"Boston, USA",10,68,0.625,Saturday,Boston,USA,1,True
2605,Noise Cancelling Earbuds,Works exactly as advertised. Absolutely love this product!,Genuine,2025-01-11,"Miami, USA",8,58,0.4375,Saturday,Miami,USA,1,True
2606,Bluetooth Speaker,Absolutely love this product! Absolutely love this product!,Genuine,2025-09-27,"Boston, USA",8,59,0.625,Saturday,Boston,USA,1,True
2607,Eco-friendly Water Bottle,Exceeded my expectations in every way. I'm really satisfied with my purchase.,Genuine,2025-01-24,"Boston, USA",12,77,0.5,Friday,Boston,USA,1,True
2608,Portable Charger,So flawless it defies logic. I can't believe how amazing it is.,Fake,2025-06-16,"Austin, USA",12,63,0.8,Monday,Austin,USA,0,True
2609,Fitness Tracker,An unbelievable product that exceeds all standards. I can't believe how amazing it is.,Fake,2025-07-01,"New York, USA",14,86,0.17500000000000004,Tuesday,New York,USA,0,True
2610,Eco-friendly Water Bottle,Works exactly as advertised. The quality is outstanding and the performance is reliable.,Genuine,2025-05-21,"Chicago, USA",13,88,0.375,Wednesday,Chicago,USA,1,True
2611,Portable Charger,The quality is outstanding and the performance is reliable. Works exactly as advertised.,Genuine,2025-08-18,"Berlin, Germany",13,88,0.375,Monday,Berlin,Germany,1,True
2612,Fitness Tracker,Absolutely love this product! The quality is outstanding and the performance is reliable.,Genuine,2025-03-05,"London, UK",13,89,0.5625,Wednesday,London,UK,1,True
2613,Portable Charger,"I can't believe how amazing it is. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-08-21,"Austin, USA",16,95,0.8,Thursday,Austin,USA,0,True
2614,Gaming Mouse,This product is perfect in every aspect. This product is perfect in every aspect.,Fake,2025-11-30,"Denver, USA",14,81,1.0,Sunday,Denver,USA,0,True
2615,Gaming Mouse,"I can't believe how amazing it is. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-12-18,"Miami, USA",16,95,0.8,Thursday,Miami,USA,0,True
2616,Bluetooth Speaker,The quality is outstanding and the performance is reliable. Works exactly as advertised.,Genuine,2025-12-16,"London, UK",13,88,0.375,Tuesday,London,UK,1,True
2617,Gaming Mouse,Works exactly as advertised. Works exactly as advertised.,Genuine,2025-02-28,"Berlin, Germany",8,57,0.25,Friday,Berlin,Germany,1,True
2618,Gaming Mouse,The quality is outstanding and the performance is reliable. Works exactly as advertised.,Genuine,2025-10-14,"Chicago, USA",13,88,0.375,Tuesday,Chicago,USA,1,True
2619,Noise Cancelling Earbuds,The quality is outstanding and the performance is reliable. The quality is outstanding and the performance is reliable.,Genuine,2025-10-16,"Denver, USA",18,119,0.5,Thursday,Denver,USA,1,True
2620,Smartphone Case,I can't believe how amazing it is. This product is perfect in every aspect.,Fake,2025-11-23,"Los Angeles, USA",14,75,0.8,Sunday,Los Angeles,USA,0,True
2621,Bluetooth Speaker,An unbelievable product that exceeds all standards. An unbelievable product that exceeds all standards.,Fake,2025-07-19,"Berlin, Germany",14,103,-0.25,Saturday,Berlin,Germany,0,True
2622,Bluetooth Speaker,Works exactly as advertised. Works exactly as advertised.,Genuine,2025-12-09,"San Francisco, USA",8,57,0.25,Tuesday,San Francisco,USA,1,True
2623,Eco-friendly Water Bottle,Absolutely love this product! Absolutely love this product!,Genuine,2025-08-22,"Berlin, Germany",8,59,0.625,Friday,Berlin,Germany,1,True
2624,Laptop Stand,Exceeded my expectations in every way. Absolutely love this product!,Genuine,2025-11-08,"Miami, USA",10,68,0.625,Saturday,Miami,USA,1,True
2625,Portable Charger,"Best purchase ever, you'll regret not buying it immediately! An unbelievable product that exceeds all standards.",Fake,2025-04-23,"Denver, USA",16,112,0.375,Wednesday,Denver,USA,0,True
2626,Smartphone Case,This product is perfect in every aspect. I can't believe how amazing it is.,Fake,2025-03-07,"London, UK",14,75,0.8,Friday,London,UK,0,True
2627,Eco-friendly Water Bottle,I can't believe how amazing it is. I can't believe how amazing it is.,Fake,2025-07-27,"New York, USA",14,69,0.6000000000000001,Sunday,New York,USA,0,True
2628,Bluetooth Speaker,An unbelievable product that exceeds all standards. An unbelievable product that exceeds all standards.,Fake,2025-05-22,"Chicago, USA",14,103,-0.25,Thursday,Chicago,USA,0,True
2629,Eco-friendly Water Bottle,The quality is outstanding and the performance is reliable. The quality is outstanding and the performance is reliable.,Genuine,2025-01-27,"Boston, USA",18,119,0.5,Monday,Boston,USA,1,True
2630,Smartwatch,An unbelievable product that exceeds all standards. So flawless it defies logic.,Fake,2025-03-18,"Seattle, USA",12,80,0.375,Tuesday,Seattle,USA,0,True
2631,Bluetooth Speaker,The quality is outstanding and the performance is reliable. Absolutely love this product!,Genuine,2025-08-22,"Miami, USA",13,89,0.5625,Friday,Miami,USA,1,True
2632,Bluetooth Speaker,"Best purchase ever, you'll regret not buying it immediately! Best purchase ever, you'll regret not buying it immediately!",Fake,2025-06-01,"Denver, USA",18,121,1.0,Sunday,Denver,USA,0,True
2633,Gaming Mouse,I'm really satisfied with my purchase. Exceeded my expectations in every way.,Genuine,2025-07-28,"Boston, USA",12,77,0.5,Monday,Boston,USA,1,True
2634,Smartwatch,"This product is perfect in every aspect. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-05-14,"London, UK",16,101,1.0,Wednesday,London,UK,0,True
2635,Wireless Headphones,"Best purchase ever, you'll regret not buying it immediately! I can't believe how amazing it is.",Fake,2025-01-23,"San Francisco, USA",16,95,0.8,Thursday,San Francisco,USA,0,True
2636,Gaming Mouse,"So flawless it defies logic. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-09-13,"Seattle, USA",14,89,1.0,Saturday,Seattle,USA,0,True
2637,Eco-friendly Water Bottle,Absolutely love this product! Absolutely love this product!,Genuine,2025-08-24,"London, UK",8,59,0.625,Sunday,London,UK,1,True
2638,Fitness Tracker,Works exactly as advertised. Exceeded my expectations in every way.,Genuine,2025-05-31,"Austin, USA",10,67,0.25,Saturday,Austin,USA,1,True
2639,Eco-friendly Water Bottle,"This product is perfect in every aspect. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-09-18,"Tokyo, Japan",16,101,1.0,Thursday,Tokyo,Japan,0,True
2640,Smartwatch,I'm really satisfied with my purchase. The quality is outstanding and the performance is reliable.,Genuine,2025-03-07,"London, UK",15,98,0.5,Friday,London,UK,1,True
2641,Noise Cancelling Earbuds,Exceeded my expectations in every way. Works exactly as advertised.,Genuine,2025-08-03,"Chicago, USA",10,67,0.25,Sunday,Chicago,USA,1,True
2642,Laptop Stand,The quality is outstanding and the performance is reliable. Works exactly as advertised.,Genuine,2025-05-07,"Los Angeles, USA",13,88,0.375,Wednesday,Los Angeles,USA,1,True
2643,Wireless Headphones,I can't believe how amazing it is. So flawless it defies logic.,Fake,2025-02-07,"Paris, France",12,63,0.8,Friday,Paris,France,0,True
2644,Noise Cancelling Earbuds,Absolutely love this product! The quality is outstanding and the performance is reliable.,Genuine,2025-03-21,"Austin, USA",13,89,0.5625,Friday,Austin,USA,1,True
2645,Portable Charger,So flawless it defies logic. I can't believe how amazing it is.,Fake,2025-07-01,"London, UK",12,63,0.8,Tuesday,London,UK,0,True
2646,Fitness Tracker,The quality is outstanding and the performance is reliable. Works exactly as advertised.,Genuine,2025-04-09,"Austin, USA",13,88,0.375,Wednesday,Austin,USA,1,True
2647,Noise Cancelling Earbuds,I'm really satisfied with my purchase. Works exactly as advertised.,Genuine,2025-03-16,"London, UK",10,67,0.375,Sunday,London,UK,1,True
2648,Eco-friendly Water Bottle,I'm really satisfied with my purchase. I'm really satisfied with my purchase.,Genuine,2025-09-02,"Tokyo, Japan",12,77,0.5,Tuesday,Tokyo,Japan,1,True
2649,Laptop Stand,This product is perfect in every aspect. So flawless it defies logic.,Fake,2025-08-01,"Austin, USA",12,69,1.0,Friday,Austin,USA,0,True
2650,Eco-friendly Water Bottle,"Best purchase ever, you'll regret not buying it immediately! An unbelievable product that exceeds all standards.",Fake,2025-02-18,"New York, USA",16,112,0.375,Tuesday,New York,USA,0,True
2651,Gaming Mouse,The quality is outstanding and the performance is reliable. Absolutely love this product!,Genuine,2025-01-11,"Paris, France",13,89,0.5625,Saturday,Paris,France,1,True
2652,Noise Cancelling Earbuds,Absolutely love this product! The quality is outstanding and the performance is reliable.,Genuine,2025-12-24,"London, UK",13,89,0.5625,Wednesday,London,UK,1,True
2653,Smartphone Case,This product is perfect in every aspect. I can't believe how amazing it is.,Fake,2025-02-20,"Seattle, USA",14,75,0.8,Thursday,Seattle,USA,0,True
2654,Smartwatch,The quality is outstanding and the performance is reliable. I'm really satisfied with my purchase.,Genuine,2025-12-14,"London, UK",15,98,0.5,Sunday,London,UK,1,True
2655,Noise Cancelling Earbuds,"Best purchase ever, you'll regret not buying it immediately! So flawless it defies logic.",Fake,2025-02-18,"Boston, USA",14,89,1.0,Tuesday,Boston,USA,0,True
2656,Portable Charger,"An unbelievable product that exceeds all standards. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-04-21,"New York, USA",16,112,0.375,Monday,New York,USA,0,True
2657,Laptop Stand,"An unbelievable product that exceeds all standards. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-07-01,"San Francisco, USA",16,112,0.375,Tuesday,San Francisco,USA,0,True
2658,Fitness Tracker,This product is perfect in every aspect. So flawless it defies logic.,Fake,2025-04-22,"Berlin, Germany",12,69,1.0,Tuesday,Berlin,Germany,0,True
2659,Noise Cancelling Earbuds,Works exactly as advertised. Absolutely love this product!,Genuine,2025-11-23,"Los Angeles, USA",8,58,0.4375,Sunday,Los Angeles,USA,1,True
2660,Fitness Tracker,So flawless it defies logic. So flawless it defies logic.,Fake,2025-06-05,"Boston, USA",10,57,1.0,Thursday,Boston,USA,0,True
2661,Fitness Tracker,"This product is perfect in every aspect. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-03-16,"Tokyo, Japan",16,101,1.0,Sunday,Tokyo,Japan,0,True
2662,Eco-friendly Water Bottle,Works exactly as advertised. Absolutely love this product!,Genuine,2025-05-22,"Tokyo, Japan",8,58,0.4375,Thursday,Tokyo,Japan,1,True
2663,Bluetooth Speaker,Absolutely love this product! Exceeded my expectations in every way.,Genuine,2025-05-18,"Miami, USA",10,68,0.625,Sunday,Miami,USA,1,True
2664,Eco-friendly Water Bottle,So flawless it defies logic. This product is perfect in every aspect.,Fake,2025-03-17,"San Francisco, USA",12,69,1.0,Monday,San Francisco,USA,0,True
2665,Laptop Stand,I can't believe how amazing it is. An unbelievable product that exceeds all standards.,Fake,2025-08-17,"Denver, USA",14,86,0.17500000000000004,Sunday,Denver,USA,0,True
2666,Laptop Stand,This product is perfect in every aspect. So flawless it defies logic.,Fake,2025-05-11,"Tokyo, Japan",12,69,1.0,Sunday,Tokyo,Japan,0,True
2667,Wireless Headphones,"An unbelievable product that exceeds all standards. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-01-04,"Tokyo, Japan",16,112,0.375,Saturday,Tokyo,Japan,0,True
2668,Eco-friendly Water Bottle,Absolutely love this product! Works exactly as advertised.,Genuine,2025-02-19,"Paris, France",8,58,0.4375,Wednesday,Paris,France,1,True
2669,Laptop Stand,I'm really satisfied with my purchase. Absolutely love this product!,Genuine,2025-02-02,"Denver, USA",10,68,0.5625,Sunday,Denver,USA,1,True
2670,Laptop Stand,So flawless it defies logic. An unbelievable product that exceeds all standards.,Fake,2025-12-06,"London, UK",12,80,0.375,Saturday,London,UK,0,True
2671,Fitness Tracker,I can't believe how amazing it is. An unbelievable product that exceeds all standards.,Fake,2025-02-24,"Denver, USA",14,86,0.17500000000000004,Monday,Denver,USA,0,True
2672,Laptop Stand,An unbelievable product that exceeds all standards. So flawless it defies logic.,Fake,2025-05-08,"Los Angeles, USA",12,80,0.375,Thursday,Los Angeles,USA,0,True
2673,Portable Charger,Works exactly as advertised. Exceeded my expectations in every way.,Genuine,2025-08-25,"Boston, USA",10,67,0.25,Monday,Boston,USA,1,True
2674,Gaming Mouse,Absolutely love this product! Exceeded my expectations in every way.,Genuine,2025-12-26,"Seattle, USA",10,68,0.625,Friday,Seattle,USA,1,True
2675,Smartwatch,Absolutely love this product! I'm really satisfied with my purchase.,Genuine,2025-01-01,"Boston, USA",10,68,0.5625,Wednesday,Boston,USA,1,True
2676,Bluetooth Speaker,I'm really satisfied with my purchase. Exceeded my expectations in every way.,Genuine,2025-12-27,"London, UK",12,77,0.5,Saturday,London,UK,1,True
2677,Laptop Stand,"Best purchase ever, you'll regret not buying it immediately! So flawless it defies logic.",Fake,2025-02-07,"Paris, France",14,89,1.0,Friday,Paris,France,0,True
2678,Eco-friendly Water Bottle,Absolutely love this product! I'm really satisfied with my purchase.,Genuine,2025-08-24,"Berlin, Germany",10,68,0.5625,Sunday,Berlin,Germany,1,True
2679,Gaming Mouse,"Best purchase ever, you'll regret not buying it immediately! Best purchase ever, you'll regret not buying it immediately!",Fake,2025-06-06,"Boston, USA",18,121,1.0,Friday,Boston,USA,0,True
2680,Smartphone Case,So flawless it defies logic. So flawless it defies logic.,Fake,2025-09-30,"San Francisco, USA",10,57,1.0,Tuesday,San Francisco,USA,0,True
2681,Portable Charger,Works exactly as advertised. Absolutely love this product!,Genuine,2025-04-17,"Tokyo, Japan",8,58,0.4375,Thursday,Tokyo,Japan,1,True
2682,Laptop Stand,"I can't believe how amazing it is. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-10-16,"New York, USA",16,95,0.8,Thursday,New York,USA,0,True
2683,Eco-friendly Water Bottle,Works exactly as advertised. Absolutely love this product!,Genuine,2025-07-09,"San Francisco, USA",8,58,0.4375,Wednesday,San Francisco,USA,1,True
2684,Fitness Tracker,"Best purchase ever, you'll regret not buying it immediately! An unbelievable product that exceeds all standards.",Fake,2025-07-03,"Paris, France",16,112,0.375,Thursday,Paris,France,0,True
2685,Noise Cancelling Earbuds,I'm really satisfied with my purchase. Exceeded my expectations in every way.,Genuine,2025-06-15,"San Francisco, USA",12,77,0.5,Sunday,San Francisco,USA,1,True
2686,Smartphone Case,Absolutely love this product! Exceeded my expectations in every way.,Genuine,2025-06-25,"Paris, France",10,68,0.625,Wednesday,Paris,France,1,True
2687,Bluetooth Speaker,Absolutely love this product! Exceeded my expectations in every way.,Genuine,2025-03-19,"Denver, USA",10,68,0.625,Wednesday,Denver,USA,1,True
2688,Smartwatch,So flawless it defies logic. So flawless it defies logic.,Fake,2025-01-11,"Tokyo, Japan",10,57,1.0,Saturday,Tokyo,Japan,0,True
2689,Wireless Headphones,"This product is perfect in every aspect. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-01-11,"Paris, France",16,101,1.0,Saturday,Paris,France,0,True
2690,Bluetooth Speaker,"Best purchase ever, you'll regret not buying it immediately! Best purchase ever, you'll regret not buying it immediately!",Fake,2025-10-31,"San Francisco, USA",18,121,1.0,Friday,San Francisco,USA,0,True
2691,Bluetooth Speaker,Absolutely love this product! The quality is outstanding and the performance is reliable.,Genuine,2025-11-23,"Denver, USA",13,89,0.5625,Sunday,Denver,USA,1,True
2692,Wireless Headphones,So flawless it defies logic. So flawless it defies logic.,Fake,2025-08-28,"Boston, USA",10,57,1.0,Thursday,Boston,USA,0,True
2693,Bluetooth Speaker,Works exactly as advertised. Works exactly as advertised.,Genuine,2025-09-09,"Paris, France",8,57,0.25,Tuesday,Paris,France,1,True
2694,Eco-friendly Water Bottle,I'm really satisfied with my purchase. Absolutely love this product!,Genuine,2025-01-08,"Paris, France",10,68,0.5625,Wednesday,Paris,France,1,True
2695,Noise Cancelling Earbuds,The quality is outstanding and the performance is reliable. Absolutely love this product!,Genuine,2025-05-10,"Berlin, Germany",13,89,0.5625,Saturday,Berlin,Germany,1,True
2696,Noise Cancelling Earbuds,I can't believe how amazing it is. This product is perfect in every aspect.,Fake,2025-12-30,"Tokyo, Japan",14,75,0.8,Tuesday,Tokyo,Japan,0,True
